PMID,Journal ISSN,Publication Year,Journal Title,Journal ISO,Journal Country,Journal Impact Factor,Impact Factor Without Journal Self Cites,Five Year Impact Factor,Article Title,Paper Country,Times Cited,Grants,Keywords,WOS Research Areas,WOS Categories,Mesh Headings,Number of Authors,Number of Student Authors,Percentage of Students,Is 1st Author a Student?,Solely by students?
26839941,1938-808X,2016,Academic medicine : journal of the Association of American Medical Colleges,Acad Med,United States,5.255,4.453,4.901,Equitable Imagery in the Preclinical Medical School Curriculum: Findings From One Medical School.,United States,1,-,-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services","(Audiovisual Aids/statistics & numerical data), Cultural Diversity, (Racism/statistics & numerical data), (Curriculum/statistics & numerical data), Washington, Humans, Observer Variation, (Sexism/statistics & numerical data), (Schools, Medical/statistics & numerical data), Female, (Education, Medical, Undergraduate/methods/statistics & numerical data), Male",4,1,25.00,No,No
26839677,2008-0387,2015,Journal of medical ethics and history of medicine,J Med Ethics Hist Med,Iran,,,,Professionalism in residents of physical medicine and rehabilitation in Iran.,Iran,,-,"professionalism, ABIM questionnaire, physical medicine and rehabilitation",,,-,5,1,20.00,No,No
26838087,1735-3947,2016,Archives of Iranian medicine,Arch Iran Med,Iran,1.200,1.056,1.312,Management of Intravenous Leiomyomatosis of Uterus with Extension to Heart.,Iran,0,-,-,General & Internal Medicine,"Medicine, General & Internal","Neoplasm Invasiveness, (Heart Neoplasms/secondary/surgery), (Vena Cava, Inferior/pathology), Middle Aged, Humans, (Uterine Neoplasms/pathology/surgery), (Leiomyoma/pathology/surgery), Female, (Vascular Neoplasms/secondary/surgery)",6,1,16.67,No,No
26825561,1538-9766,2016,Gastroenterology nursing : the official journal of the Society of Gastroenterology Nurses and Associates,Gastroenterol Nurs,United States,0.671,0.602,0.872,Attitudes and Usage of the Food and Drug Administration Adverse Event Reporting System Among Gastroenterology Nurse Practitioners and Physician Assistants.,United States,2,-,-,Gastroenterology & Hepatology; Nursing,Gastroenterology & Hepatology; Nursing,"(Nurse Practitioners/psychology), (Physician Assistants/psychology), Gastroenterology, Middle Aged, United States Food and Drug Administration, Humans, (Adverse Drug Reaction Reporting Systems/utilization), Female, Attitude of Health Personnel, Male, United States",2,1,50.00,Yes,No
26824965,1552-5775,2016,The Permanente journal,Perm J,United States,,,,Gingival Metastasis: A Case Report and Literature Review.,United States,,-,-,,,"Male, (Adenocarcinoma/pathology), Middle Aged, (Gingival Neoplasms/diagnostic imaging/etiology), Humans, (Lung Neoplasms/pathology), Tomography, X-Ray Computed, Neoplasm Metastasis, Diagnosis, Differential",2,1,50.00,Yes,No
26824305,1531-5053,2016,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,J. Oral Maxillofac. Surg.,United States,1.916,1.677,1.873,"Among Patients Undergoing Ablative Treatment for Oral Cancer, Does the Provision of Oral Rehabilitation Improve the Quality of Life? A Review of the Current Literature.",,0,-,-,"Dentistry, Oral Surgery & Medicine","Dentistry, Oral Surgery & Medicine","(Ablation Techniques/adverse effects), Humans, (Mouth Neoplasms/rehabilitation/surgery), Quality of Life",4,2,50.00,No,No
26823537,1440-1665,2016,Australasian psychiatry : bulletin of Royal Australian and New Zealand College of Psychiatrists,Australas Psychiatry,England,0.829,0.695,0.819,'Nurse specialling': Direct nursing observation in the emergency department compared to other wards of an urban teaching hospital in Sydney.,Australia,,-,"mental health, direct observation, comorbidity, drug health, emergency department, medical instability, nurse special",,,-,5,1,20.00,Yes,No
26823020,2168-619X,2016,JAMA otolaryngology-- head & neck surgery,JAMA Otolaryngol Head Neck Surg,United States,2.951,2.717,2.986,Visualization of the Supraglottis in Laryngomalacia With 3-Dimensional Pediatric Endoscopy.,United States,2,-,-,Otorhinolaryngology; Surgery,Otorhinolaryngology; Surgery,"Reproducibility of Results, (Laryngomalacia/complications/diagnosis/surgery), (Imaging, Three-Dimensional/methods), (Endoscopy/methods), (Laryngostenosis/diagnosis/etiology/surgery), Humans, (Epiglottis/pathology/surgery), Child, Preschool, Female, Treatment Outcome, (Laryngoplasty/methods), Male, Prospective Studies, Follow-Up Studies",7,1,14.29,No,No
26821642,1527-330X,2016,Aesthetic surgery journal,Aesthet Surg J,England,2.697,1.792,2.602,Lessons Learned After 15 Years of Circumferential Bodylift Surgery.,United States,4,-,-,Surgery,Surgery,"Bariatric Surgery, Humans, Weight Loss, (Obesity/surgery), (Dermatologic Surgical Procedures/methods), Female, (Reconstructive Surgical Procedures/methods), Male",4,1,25.00,No,No
26819168,0030-9982,2016,JPMA. The Journal of the Pakistan Medical Association,J Pak Med Assoc,Pakistan,0.616,0.553,0.657,Learning approaches and performance of medical students.,Pakistan,1,-,"Learning approaches, Surface apathetic learners, Deep learners, Strategic learners, Learning environment, ASSIST.",General & Internal Medicine; Research & Experimental Medicine,"Medicine, General & Internal; Medicine, Research & Experimental","Pakistan, Cross-Sectional Studies, Surveys and Questionnaires, (Psychology, Educational/methods), (Students, Medical/psychology), (Problem-Based Learning/methods), Humans, Task Performance and Analysis, Education, Medical, Undergraduate, Female, Male, (Test Taking Skills/psychology), (Educational Measurement/methods), Adult",5,1,20.00,No,No
26819165,0030-9982,2016,JPMA. The Journal of the Pakistan Medical Association,J Pak Med Assoc,Pakistan,0.616,0.553,0.657,Awareness of academic use of smartphones and medical apps among medical students in a private medical college?,Pakistan,2,-,"Smartphones, Medical applications, Medical students, Medical college, Medical education.",General & Internal Medicine; Research & Experimental Medicine,"Medicine, General & Internal; Medicine, Research & Experimental","(Students, Medical/psychology/statistics & numerical data), Pakistan, Teaching Materials, Surveys and Questionnaires, (Smartphone/utilization), Humans, (Educational Technology/methods/trends), (Mobile Applications/utilization), Adult, Female, (Education, Medical/methods/trends), Male, Cross-Sectional Studies",4,1,25.00,No,No
26819164,0030-9982,2016,JPMA. The Journal of the Pakistan Medical Association,J Pak Med Assoc,Pakistan,0.616,0.553,0.657,Women with pregnancy induced hypertension have a higher risk of developing essential hypertension - a case control study from a tertiary care center in Pakistan.,Pakistan,1,-,"Pregnancy induced hypertension, Essential hypertension, Women, Pakistan, South Asia.",General & Internal Medicine; Research & Experimental Medicine,"Medicine, General & Internal; Medicine, Research & Experimental","Essential Hypertension, Case-Control Studies, (Tertiary Care Centers/statistics & numerical data), (Pakistan/epidemiology), Statistics as Topic, (Blood Pressure Determination/methods/statistics & numerical data), Middle Aged, Humans, (Hypertension/diagnosis/epidemiology), Adult, Female, Pregnancy, Risk Factors, (Hypertension, Pregnancy-Induced/diagnosis/epidemiology)",5,1,20.00,No,No
26819160,0030-9982,2016,JPMA. The Journal of the Pakistan Medical Association,J Pak Med Assoc,Pakistan,0.616,0.553,0.657,"Frequency, character and predisposing factor of headache among students of medical college of Karachi.",Pakistan,2,-,"Headache, Migraine, Medical students, Tension-type headache, Frequency.",General & Internal Medicine; Research & Experimental Medicine,"Medicine, General & Internal; Medicine, Research & Experimental","(Students, Medical/psychology/statistics & numerical data), Young Adult, Causality, Adolescent, Prevalence, (Self Medication/statistics & numerical data), Humans, Sex Factors, (Stress, Psychological/epidemiology/physiopathology), (Migraine Disorders/diagnosis/epidemiology/psychology/therapy), Cross-Sectional Studies, Female, Male, (Tension-Type Headache/diagnosis/epidemiology/psychology/therapy), (Pakistan/epidemiology)",3,1,33.33,No,No
26816593,2008-5842,2015,Electronic physician,Electron Physician,Iran,,,,Cognitive Behavioral Development in Children Following Maternal Postpartum Depression: A Review Article.,Iran,,-,"behavioral Development, postpartum depression, cognitive development, intelligence quotient",,,-,7,2,28.57,No,No
26816582,2008-5842,2015,Electronic physician,Electron Physician,Iran,,,,The Impact of Remote Ischemic Pre-Conditioning on Contrast-Induced Nephropathy in Patients Undergoing Coronary Angiography and Angioplasty: A Double-Blind Randomized Clinical Trial.,Iran,,-,"percutaneous coronary intervention, coronary angiography, kidney diseases, contrast-induced nephropathy, remote ischemic pre-conditioning",,,-,5,1,20.00,No,No
26813941,2249-782X,2015,Journal of clinical and diagnostic research : JCDR,J Clin Diagn Res,India,,,,A Rare Constellation of Hürthle Cell Thyroid Carcinoma and Parathyroid Carcinoma.,Iran,0,-,"Hashimoto’s thyroiditis, Thyroid nodule, Hypercalcaemia, Primary hyperparathyroidism",General & Internal Medicine,"Medicine, General & Internal",-,4,1,25.00,No,No
26810279,1872-8464,2016,International journal of pediatric otorhinolaryngology,Int. J. Pediatr. Otorhinolaryngol.,Ireland,1.159,0.952,1.363,The prevalence of airway problems in children with Down's syndrome.,,5,-,"Down's, syndrome, Prevalence, Problems, Otolaryngology, Airway, Pathology",Otorhinolaryngology; Pediatrics,Otorhinolaryngology; Pediatrics,"Bronchoscopy, (Down Syndrome/epidemiology), Prevalence, (Respiratory Tract Diseases/diagnosis/epidemiology), Humans, (United Kingdom/epidemiology), Female, Child, Male, Retrospective Studies",4,1,25.00,Yes,No
26796833,1715-5258,2016,Canadian family physician Medecin de famille canadien,Can Fam Physician,Canada,1.908,1.449,2.029,Serologic testing in celiac disease: Practical guide for clinicians.,,6,-,-,General & Internal Medicine,"Primary Health Care; Medicine, General & Internal","Diet, Gluten-Free, (HLA-DQ Antigens/immunology), (GTP-Binding Proteins/immunology), Practice Guidelines as Topic, (Celiac Disease/diagnosis/diet therapy/immunology), (Transglutaminases/immunology), Biopsy, Early Diagnosis, (Intestine, Small/pathology), (Immunoglobulin A/immunology), Serologic Tests, Humans",2,1,50.00,No,No
26796089,1938-808X,2016,Academic medicine : journal of the Association of American Medical Colleges,Acad Med,United States,5.255,4.453,4.901,An Innovative Blended Preclinical Curriculum in Clinical Epidemiology and Biostatistics: Impact on Student Satisfaction and Performance.,United States,6,-,-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services","Pilot Projects, Biostatistics, (Education, Medical, Undergraduate/methods), Program Evaluation, Personal Satisfaction, Curriculum, Humans, (Students, Medical/psychology), California, (Statistics as Topic/education), Female, (Epidemiology/education), Educational Measurement, Male",7,1,14.29,No,No
26793628,1016-1430,2015,Medical journal of the Islamic Republic of Iran,Med J Islam Repub Iran,Iran,,,,Evaluation of transesophageal echocardiography in detecting cardiac sources of emboli in ischemic stroke patients.,Iran,,-,"Echocardiography, Stroke, Transesophageal, Embolic",,,-,4,1,25.00,Yes,No
26792406,2168-6084,2016,JAMA dermatology,JAMA Dermatol,United States,5.817,5.476,6.152,Association of Shiny White Blotches and Strands With Nonpigmented Basal Cell Carcinoma: Evaluation of an Additional Dermoscopic Diagnostic Criterion.,"(Chile, United States)",3,( NCI NIH HHS / United States ),-,Dermatology,Dermatology,"Sensitivity and Specificity, Male, Multivariate Analysis, (Carcinoma, Basal Cell/diagnosis/pathology), (Dermoscopy/methods), (Skin Diseases/diagnosis/pathology), Biopsy, Florida, Humans, (Skin Neoplasms/diagnosis/pathology), Female, Middle Aged, Aged, Retrospective Studies",6,1,16.67,No,No
26790505,1540-9740,2015,Skinmed,Skinmed,United States,,,,Onychogryphosis: A Report of Ten Cases.,Guatemala,,-,-,,,-,2,1,50.00,No,No
26788475,2251-7251,2015,Iranian journal of otorhinolaryngology,Iran J Otorhinolaryngol,Iran,,,,"Comparative Study of Hearing Impairment among Healthy and Intensive Care unit Neonates in Mashhad, North East Iran.",Iran,,-,"Rooming-in care., Hearing Impairment, Neonatal Intensive Care Unit, Oto Acoustic Emission",,,-,9,1,11.11,No,No
26787030,1681-7168,2016,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP,J Coll Physicians Surg Pak,Pakistan,0.372,0.350,0.488,Role of Pitavastatin in Prevention of Osteopenic Changes in Ovariectomized Rats.,Pakistan,0,-,-,General & Internal Medicine,"Medicine, General & Internal","(Bone Density/drug effects), Animals, Rats, Sprague-Dawley, Rats, Ovariectomy, (Quinolines/pharmacology), (Hydroxymethylglutaryl-CoA Reductase Inhibitors/pharmacology), (Osteoporosis/drug therapy/metabolism/pathology)",5,2,40.00,No,No
26767201,1747-4892,2015,Acute medicine,Acute Med,England,,,,Acquired haemophilia: an easy diagnosis to miss in a patient taking warfarin.,,,-,-,,,-,4,1,25.00,Yes,No
26767111,2008-5842,2015,Electronic physician,Electron Physician,Iran,,,,Comparison of Pap Smear and Colposcopy in Screening for Cervical Cancer in Patients with Secondary Immunodeficiency.,Iran,,-,"sensitivity, immunodeficiency, colposcopy, specificity, conventional Pap smear, cervical cancer",,,-,6,2,33.33,No,No
26767105,2008-5842,2015,Electronic physician,Electron Physician,Iran,,,,Diagnostic Value of the Risk of Malignancy Index (RMI) for Detection of Pelvic Malignancies Compared with Pathology.,Iran,,-,"malignancy, risk, CA125, ultrasound, Pelvic mass, imaging",,,-,7,3,42.86,No,No
26764261,1527-330X,2016,Aesthetic surgery journal,Aesthet Surg J,England,2.697,1.792,2.602,Microautologous Fat Transplantation for Primary Augmentation Rhinoplasty: Long-Term Monitoring of 198 Asian Patients.,Taiwan,6,-,-,Surgery,Surgery,"Operative Time, Patient Satisfaction, (Adipose Tissue/transplantation), Asian Continental Ancestry Group, Middle Aged, Transplantation, Autologous, Humans, Retrospective Studies, (Rhinoplasty/methods), Adult, Female, Treatment Outcome, Male, Follow-Up Studies",12,1,8.33,No,No
26763465,1754-4505,2016,"Special care in dentistry : official publication of the American Association of Hospital Dentists, the Academy of Dentistry for the Handicapped, and the American Society for Geriatric Dentistry",Spec Care Dentist,United States,,,,Oral Health-related quality of life in pediatric patients with cystic fibrosis.,United States,0,-,"COHIP, oral health, special health care needs, quality of life, cystic fibrosis, oral health-related quality of life","Dentistry, Oral Surgery & Medicine","Dentistry, Oral Surgery & Medicine","Oral Health, Adolescent, Quality of Life, Dental Care for Children, Humans, (Cystic Fibrosis/complications), United States, Female, Child, Male, Dental Care for Chronically Ill",6,1,16.67,No,No
